img_path,t1,t2,t3,q1,q2,q3,q4,runtime
../../data/Cambridge/KingsCollege/seq7/frame00001.png,-39.2105331,-16.6993980,1.6782775,0.6083857,0.5506737,-0.3819103,0.4251703,0.0753481388092041
../../data/Cambridge/KingsCollege/seq7/frame00002.png,-39.1315269,-16.7722645,1.6789294,0.6116441,0.5480655,-0.3846714,0.4213590,0.023684263229370117
../../data/Cambridge/KingsCollege/seq7/frame00003.png,-39.2834892,-16.8084011,1.6854151,0.6062793,0.5454227,-0.3878926,0.4295101,0.02276301383972168
../../data/Cambridge/KingsCollege/seq7/frame00004.png,-38.6761208,-16.4130192,1.7109216,0.6128002,0.5417500,-0.3850535,0.4274537,0.022900819778442383
../../data/Cambridge/KingsCollege/seq7/frame00005.png,-38.1201820,-16.3585339,1.6725085,0.6147488,0.5132864,-0.3934672,0.4514472,0.023387432098388672
../../data/Cambridge/KingsCollege/seq7/frame00006.png,-37.5697289,-15.9131479,1.6802942,0.6133854,0.5194874,-0.3859779,0.4526722,0.023085832595825195
../../data/Cambridge/KingsCollege/seq7/frame00007.png,-37.0636940,-15.6485138,1.6636791,0.6172849,0.5180456,-0.3846083,0.4501829,0.023232221603393555
../../data/Cambridge/KingsCollege/seq7/frame00008.png,-36.3320198,-15.1163435,1.6393867,0.6350880,0.5382174,-0.3665131,0.4155159,0.023036718368530273
../../data/Cambridge/KingsCollege/seq7/frame00009.png,-36.1930275,-15.4285498,1.6645355,0.6414674,0.5250501,-0.3624684,0.4259797,0.022935152053833008
../../data/Cambridge/KingsCollege/seq7/frame00010.png,-35.2969398,-15.1025524,1.6319094,0.6485075,0.5335140,-0.3497736,0.4152821,0.022738933563232422
../../data/Cambridge/KingsCollege/seq7/frame00011.png,-34.8527184,-15.1251383,1.6239127,0.6444083,0.5292882,-0.3578606,0.4201522,0.022902250289916992
../../data/Cambridge/KingsCollege/seq7/frame00012.png,-34.0638809,-14.5906744,1.6248052,0.6588448,0.5183111,-0.3380727,0.4277663,0.023035049438476562
../../data/Cambridge/KingsCollege/seq7/frame00013.png,-34.2272644,-14.4020948,1.6248000,0.6350330,0.5184274,-0.3647114,0.4415334,0.022966861724853516
../../data/Cambridge/KingsCollege/seq7/frame00014.png,-32.8965569,-13.9166403,1.5940453,0.6432688,0.5160406,-0.3602294,0.4360529,0.02364802360534668
../../data/Cambridge/KingsCollege/seq7/frame00015.png,-32.5814934,-13.6983128,1.5881312,0.6728160,0.5325614,-0.3271145,0.3958448,0.02292943000793457
../../data/Cambridge/KingsCollege/seq7/frame00016.png,-31.1936245,-13.9292946,1.5721596,0.6549865,0.5247201,-0.3431488,0.4217943,0.022701740264892578
../../data/Cambridge/KingsCollege/seq7/frame00017.png,-30.6253204,-13.6984034,1.5905966,0.6493784,0.5422251,-0.3288715,0.4196941,0.022755861282348633
../../data/Cambridge/KingsCollege/seq7/frame00018.png,-30.2258530,-13.7033482,1.5655398,0.6637732,0.5219985,-0.3295441,0.4222835,0.02276778221130371
../../data/Cambridge/KingsCollege/seq7/frame00019.png,-29.2625904,-14.0742626,1.5682433,0.6677369,0.5274603,-0.3211973,0.4156263,0.022606372833251953
../../data/Cambridge/KingsCollege/seq7/frame00020.png,-28.5539455,-13.7202864,1.5453669,0.6509985,0.5258413,-0.3426781,0.4269233,0.022632837295532227
../../data/Cambridge/KingsCollege/seq7/frame00021.png,-27.1476707,-14.1277304,1.5339642,0.6648611,0.5416334,-0.3134488,0.4078516,0.0225982666015625
../../data/Cambridge/KingsCollege/seq7/frame00022.png,-26.4348164,-13.6703672,1.5397396,0.6632262,0.5140702,-0.3267947,0.4348195,0.02303314208984375
../../data/Cambridge/KingsCollege/seq7/frame00023.png,-26.2745590,-14.6575871,1.5429649,0.6602678,0.5147625,-0.3338038,0.4331756,0.022788286209106445
../../data/Cambridge/KingsCollege/seq7/frame00024.png,-25.4558506,-14.7769995,1.5350872,0.6375152,0.4943009,-0.3608852,0.4679772,0.026726722717285156
../../data/Cambridge/KingsCollege/seq7/frame00025.png,-24.3932095,-15.1703310,1.5309082,0.6275175,0.5474015,-0.3539347,0.4257976,0.02302861213684082
../../data/Cambridge/KingsCollege/seq7/frame00026.png,-23.2091084,-15.4639263,1.5491049,0.6206987,0.5605625,-0.3610325,0.4125026,0.022700786590576172
../../data/Cambridge/KingsCollege/seq7/frame00027.png,-22.9359646,-15.7247295,1.5589354,0.6316910,0.5675493,-0.3413678,0.4028923,0.024582624435424805
../../data/Cambridge/KingsCollege/seq7/frame00028.png,-22.2181931,-16.3549881,1.5807372,0.6347275,0.5639106,-0.3364983,0.4073018,0.039254188537597656
../../data/Cambridge/KingsCollege/seq7/frame00029.png,-21.3156338,-16.4219513,1.5817765,0.6505398,0.5825803,-0.3109918,0.3750764,0.02466106414794922
../../data/Cambridge/KingsCollege/seq7/frame00030.png,-20.2339573,-16.4591312,1.5985175,0.6724566,0.5688859,-0.3031243,0.3637122,0.02486395835876465
../../data/Cambridge/KingsCollege/seq7/frame00031.png,-19.6979504,-17.3426437,1.6262524,0.6708874,0.5720286,-0.2892609,0.3728559,0.02471017837524414
../../data/Cambridge/KingsCollege/seq7/frame00032.png,-18.8335209,-17.3061543,1.5934646,0.6535401,0.5678567,-0.3265949,0.3791566,0.022625446319580078
../../data/Cambridge/KingsCollege/seq7/frame00033.png,-18.2090912,-17.1585045,1.5874177,0.6535376,0.5820022,-0.3242362,0.3592114,0.022678136825561523
../../data/Cambridge/KingsCollege/seq7/frame00034.png,-16.9770756,-17.7898922,1.5900487,0.6568859,0.5661151,-0.3381863,0.3655744,0.022720813751220703
../../data/Cambridge/KingsCollege/seq7/frame00035.png,-16.7305508,-18.1337318,1.6119347,0.6656359,0.5800276,-0.3228230,0.3410016,0.02248692512512207
../../data/Cambridge/KingsCollege/seq7/frame00036.png,-15.4326696,-18.0888672,1.6279694,0.6728767,0.5613913,-0.3305967,0.3504034,0.022562265396118164
../../data/Cambridge/KingsCollege/seq7/frame00037.png,-15.1820736,-17.8383656,1.5894086,0.6806638,0.5631174,-0.3122127,0.3494549,0.02250051498413086
../../data/Cambridge/KingsCollege/seq7/frame00038.png,-14.1118536,-17.7741051,1.5924972,0.6741778,0.5515788,-0.3293379,0.3643921,0.022838115692138672
../../data/Cambridge/KingsCollege/seq7/frame00039.png,-13.6180906,-17.8641224,1.5864575,0.6856977,0.5554373,-0.3124686,0.3516695,0.022547006607055664
../../data/Cambridge/KingsCollege/seq7/frame00040.png,-12.7196617,-17.7726688,1.5857303,0.6890215,0.5609037,-0.3046608,0.3432463,0.02269887924194336
../../data/Cambridge/KingsCollege/seq7/frame00041.png,-12.3261528,-17.8053951,1.5781231,0.6915509,0.5584016,-0.2998503,0.3464606,0.02274608612060547
../../data/Cambridge/KingsCollege/seq7/frame00042.png,-11.0139103,-17.9490719,1.6180277,0.6840203,0.5621635,-0.2992631,0.3557104,0.022626638412475586
../../data/Cambridge/KingsCollege/seq7/frame00043.png,-10.1487970,-17.9754066,1.6305883,0.6898753,0.5735040,-0.2971312,0.3269226,0.023380279541015625
../../data/Cambridge/KingsCollege/seq7/frame00044.png,-9.6195421,-17.5564861,1.6277971,0.6885495,0.5704437,-0.2939800,0.3377412,0.0232088565826416
../../data/Cambridge/KingsCollege/seq7/frame00045.png,-9.0448942,-17.8809147,1.6197278,0.7017770,0.5755312,-0.2806367,0.3122750,0.023163795471191406
../../data/Cambridge/KingsCollege/seq7/frame00046.png,-8.2497234,-17.9840488,1.6675943,0.7081189,0.5684427,-0.2766025,0.3145337,0.022779464721679688
../../data/Cambridge/KingsCollege/seq7/frame00047.png,-7.5506496,-17.9083652,1.6634496,0.7110761,0.5716121,-0.2639953,0.3129487,0.022546768188476562
../../data/Cambridge/KingsCollege/seq7/frame00048.png,-6.4670191,-18.4026909,1.6646760,0.7237077,0.5715020,-0.2503697,0.2948691,0.022899150848388672
../../data/Cambridge/KingsCollege/seq7/frame00049.png,-5.5424695,-19.0767651,1.6664522,0.7201027,0.5869021,-0.2382810,0.2832312,0.02270960807800293
../../data/Cambridge/KingsCollege/seq7/frame00050.png,-5.0913692,-19.0757923,1.6655152,0.7294019,0.5798455,-0.2373350,0.2746348,0.022819995880126953
../../data/Cambridge/KingsCollege/seq7/frame00051.png,-4.1769309,-19.4886932,1.6751524,0.7266913,0.5825201,-0.2430566,0.2711339,0.022786855697631836
../../data/Cambridge/KingsCollege/seq7/frame00052.png,-3.6500773,-19.9191914,1.6960965,0.7298195,0.5917068,-0.2289120,0.2546482,0.02258467674255371
../../data/Cambridge/KingsCollege/seq7/frame00053.png,-2.4613285,-20.5774612,1.7211132,0.7392693,0.5966967,-0.2087053,0.2321120,0.022711515426635742
../../data/Cambridge/KingsCollege/seq7/frame00054.png,-1.8469825,-20.6787510,1.7262499,0.7543062,0.5876303,-0.1937690,0.2194680,0.023552656173706055
../../data/Cambridge/KingsCollege/seq7/frame00055.png,-1.0487444,-21.1187897,1.7590927,0.7456270,0.6002713,-0.1829774,0.2241291,0.022654056549072266
../../data/Cambridge/KingsCollege/seq7/frame00056.png,-0.0340864,-21.5214863,1.7837712,0.7452626,0.6027384,-0.1754906,0.2247065,0.022456645965576172
../../data/Cambridge/KingsCollege/seq7/frame00057.png,0.6838832,-21.3955250,1.7746032,0.7440903,0.5980360,-0.1980352,0.2224068,0.02250814437866211
../../data/Cambridge/KingsCollege/seq7/frame00058.png,1.8296107,-21.1593170,1.7723877,0.7500158,0.5972360,-0.1958041,0.2060244,0.022502899169921875
../../data/Cambridge/KingsCollege/seq7/frame00059.png,1.8167856,-21.1320095,1.8001267,0.7496704,0.6011456,-0.1877536,0.2033882,0.022580623626708984
../../data/Cambridge/KingsCollege/seq7/frame00060.png,2.6126244,-21.2737789,1.7696509,0.7447003,0.6111545,-0.1852034,0.1939360,0.022550344467163086
../../data/Cambridge/KingsCollege/seq7/frame00061.png,3.5785460,-21.8919430,1.7634563,0.7416447,0.6019844,-0.1965742,0.2212158,0.022541522979736328
../../data/Cambridge/KingsCollege/seq7/frame00062.png,4.1004620,-21.5600739,1.7494830,0.7436494,0.6112798,-0.1830916,0.1994994,0.022623538970947266
../../data/Cambridge/KingsCollege/seq7/frame00063.png,5.2529745,-22.2028961,1.7451622,0.7441381,0.6145982,-0.1777974,0.1921343,0.022682666778564453
../../data/Cambridge/KingsCollege/seq7/frame00064.png,5.7461772,-22.2038116,1.7402861,0.7434326,0.6235587,-0.1534141,0.1869397,0.022572755813598633
../../data/Cambridge/KingsCollege/seq7/frame00065.png,6.8374906,-22.3013611,1.7329713,0.7540153,0.6092179,-0.1677426,0.1793793,0.023409605026245117
../../data/Cambridge/KingsCollege/seq7/frame00066.png,7.2949667,-22.4802799,1.7199191,0.7652747,0.6014239,-0.1704760,0.1535641,0.02242875099182129
../../data/Cambridge/KingsCollege/seq7/frame00067.png,8.1813707,-22.5705261,1.7220378,0.7654063,0.6065138,-0.1551733,0.1490489,0.02250981330871582
../../data/Cambridge/KingsCollege/seq7/frame00068.png,8.9127817,-22.8594837,1.7354742,0.7685636,0.6122859,-0.1359323,0.1262474,0.02246856689453125
../../data/Cambridge/KingsCollege/seq7/frame00069.png,9.2622194,-22.9709816,1.7561264,0.7820125,0.6071960,-0.1021638,0.0966019,0.02249884605407715
../../data/Cambridge/KingsCollege/seq7/frame00070.png,10.3795109,-23.2465458,1.7823849,0.7768746,0.6220998,-0.0809017,0.0539681,0.022763490676879883
../../data/Cambridge/KingsCollege/seq7/frame00071.png,11.2486906,-23.0805550,1.7909797,0.7778592,0.6241498,-0.0575028,0.0454486,0.023845434188842773
../../data/Cambridge/KingsCollege/seq7/frame00072.png,11.4076347,-23.6290379,1.8129975,0.7767403,0.6287963,-0.0292427,0.0208468,0.02336573600769043
../../data/Cambridge/KingsCollege/seq7/frame00073.png,12.2852659,-23.7151012,1.8125807,0.7778822,0.6280255,-0.0216720,0.0036901,0.022907733917236328
../../data/Cambridge/KingsCollege/seq7/frame00074.png,12.9712210,-24.2789230,1.8258181,0.7733207,0.6334211,-0.0251054,0.0110742,0.02296161651611328
../../data/Cambridge/KingsCollege/seq7/frame00075.png,13.6785231,-24.2941437,1.8157979,0.7755536,0.6303787,-0.0286857,-0.0177883,0.022886991500854492
../../data/Cambridge/KingsCollege/seq7/frame00076.png,14.3898220,-24.9995174,1.8067827,0.7693235,0.6384431,-0.0223840,-0.0055553,0.022793054580688477
../../data/Cambridge/KingsCollege/seq7/frame00077.png,14.9704590,-24.8397789,1.7918326,0.7737688,0.6331930,-0.0182442,0.0039418,0.022998809814453125
../../data/Cambridge/KingsCollege/seq7/frame00078.png,15.8458109,-25.6218910,1.8049241,0.7734298,0.6328976,0.0224232,-0.0272806,0.022968292236328125
../../data/Cambridge/KingsCollege/seq7/frame00079.png,16.5871162,-25.7382507,1.7880235,0.7807182,0.6244117,0.0240517,-0.0032677,0.022783756256103516
../../data/Cambridge/KingsCollege/seq7/frame00080.png,17.5497723,-25.9554806,1.7809550,0.7711931,0.6338603,0.0525077,-0.0269292,0.02272629737854004
../../data/Cambridge/KingsCollege/seq7/frame00081.png,18.2008724,-25.9281635,1.7613573,0.7749237,0.6315162,0.0260860,-0.0002448,0.022794485092163086
../../data/Cambridge/KingsCollege/seq7/frame00082.png,18.9801750,-26.1737080,1.7458951,0.7753145,0.6299677,0.0443852,-0.0076219,0.02284097671508789
../../data/Cambridge/KingsCollege/seq7/frame00083.png,20.1277199,-26.0169678,1.7382454,0.7679983,0.6328809,0.0756158,-0.0626303,0.02284860610961914
../../data/Cambridge/KingsCollege/seq7/frame00084.png,20.5326023,-26.4882393,1.7367055,0.7704130,0.6260543,0.0946713,-0.0745453,0.0227353572845459
../../data/Cambridge/KingsCollege/seq7/frame00085.png,21.4629917,-26.1583977,1.7162588,0.7688615,0.6296492,0.0801541,-0.0772596,0.022816181182861328
../../data/Cambridge/KingsCollege/seq7/frame00086.png,22.0886803,-25.8823090,1.6908028,0.7719958,0.6331750,0.0388142,-0.0400651,0.024033546447753906
../../data/Cambridge/KingsCollege/seq7/frame00087.png,22.8680706,-25.5715599,1.6737164,0.7784981,0.6259099,0.0421636,-0.0199924,0.03902173042297363
../../data/Cambridge/KingsCollege/seq7/frame00088.png,23.4346561,-26.2902565,1.6310183,0.7791250,0.6265962,0.0169826,0.0072825,0.027114391326904297
../../data/Cambridge/KingsCollege/seq7/frame00089.png,24.3666077,-25.9502697,1.6437633,0.7779961,0.6265455,0.0223184,-0.0408002,0.02345728874206543
../../data/Cambridge/KingsCollege/seq7/frame00090.png,24.5372829,-25.8651142,1.5811347,0.7911683,0.6105542,0.0253863,-0.0251362,0.023270606994628906
../../data/Cambridge/KingsCollege/seq7/frame00091.png,25.2546043,-25.6889381,1.6152552,0.7916362,0.6088530,0.0507046,-0.0062496,0.03370928764343262
../../data/Cambridge/KingsCollege/seq7/frame00092.png,26.0965290,-25.7612419,1.5695913,0.7996353,0.5969625,0.0628160,-0.0165313,0.0330502986907959
../../data/Cambridge/KingsCollege/seq7/frame00093.png,27.5572224,-25.6131744,1.5900183,0.7790594,0.6132692,0.0890258,-0.0950887,0.023656368255615234
../../data/Cambridge/KingsCollege/seq7/frame00094.png,27.8952808,-25.1852837,1.6110742,0.7774997,0.6235209,0.0360508,-0.0735939,0.022566795349121094
../../data/Cambridge/KingsCollege/seq7/frame00095.png,28.4765701,-24.9092731,1.5859054,0.7741674,0.6271587,0.0478715,-0.0710287,0.033602237701416016
../../data/Cambridge/KingsCollege/seq7/frame00096.png,28.8144798,-24.6733265,1.5998302,0.7762848,0.6237615,0.0486749,-0.0770348,0.033473968505859375
../../data/Cambridge/KingsCollege/seq7/frame00097.png,30.1288757,-24.8419209,1.6323857,0.7580190,0.6321899,0.0944961,-0.1296678,0.022551298141479492
../../data/Cambridge/KingsCollege/seq7/frame00098.png,30.3358727,-23.9525528,1.6476212,0.7576336,0.6217694,0.1055837,-0.1680659,0.022404193878173828
../../data/Cambridge/KingsCollege/seq7/frame00099.png,30.9643154,-23.7505188,1.6810530,0.7207445,0.6405792,0.1492102,-0.2189113,0.02276778221130371
../../data/Cambridge/KingsCollege/seq7/frame00100.png,31.0457058,-23.3537560,1.6386433,0.7198506,0.6410970,0.1510188,-0.2190961,0.022664785385131836
../../data/Cambridge/KingsCollege/seq7/frame00101.png,31.3022327,-22.9510593,1.6164204,0.7118319,0.6389704,0.1716872,-0.2356603,0.02259063720703125
../../data/Cambridge/KingsCollege/seq7/frame00102.png,32.1583900,-22.5800724,1.6050663,0.7232403,0.6362527,0.1694797,-0.2082852,0.022819995880126953
../../data/Cambridge/KingsCollege/seq7/frame00103.png,32.3561745,-22.4199581,1.5928642,0.7221625,0.6337663,0.1695951,-0.2192241,0.025212526321411133
