[21-01-21 16:50] [INFO] - Start transposenet with train
[21-01-21 16:50] [INFO] - Experiment details: kings_subscene_1
[21-01-21 16:50] [INFO] - Using dataset: /media/ronf/data/datasets/cambridge
[21-01-21 16:50] [INFO] - Using labels file: /home/ronf/git/segpose/analysis/abs_cambridge_pose_sorted.csv_KingsCollege_train_1.csv
[21-01-21 16:50] [INFO] - Running with configuration:
	batch_size: 8
	learnable: True
	s_x: -3
	s_q: -6.5
	lr: 0.0001
	norm: 2
	weight_decay: 0.0001
	eps: 1e-10
	lr_scheduler_gamma: 0.1
	lr_scheduler_step_size: 200
	n_epochs: 600
	num_encoder_layers: 6
	dim_feedforward: 256
	hidden_dim: 256
	dropout: 0.1
	nheads: 4
	freeze: False
	reduction: ['reduction_4', 'reduction_3']
	use_prior_t_for_rot: False
	freeze_exclude_phrase: regressor_head_rot
	n_freq_print: 5
	n_freq_checkpoint: 50
	n_workers: 4
	device_id: cuda:0
[21-01-21 16:50] [INFO] - [Batch-1/Epoch-1] running camera pose loss: 195.788, camera pose error: 30.55[m], 161.47[deg]
[21-01-21 16:50] [INFO] - [Batch-6/Epoch-1] running camera pose loss: 116.354, camera pose error: 27.86[m], 23.72[deg]
[21-01-21 16:50] [INFO] - [Batch-11/Epoch-1] running camera pose loss: 96.337, camera pose error: 29.65[m], 18.19[deg]
[21-01-21 16:50] [INFO] - [Batch-16/Epoch-1] running camera pose loss: 84.339, camera pose error: 15.83[m], 15.48[deg]
[21-01-21 16:50] [INFO] - [Batch-21/Epoch-1] running camera pose loss: 76.019, camera pose error: 15.25[m], 15.68[deg]
[21-01-21 16:50] [INFO] - [Batch-26/Epoch-1] running camera pose loss: 70.399, camera pose error: 17.33[m], 11.77[deg]
[21-01-21 16:50] [INFO] - [Batch-31/Epoch-1] running camera pose loss: 66.094, camera pose error: 11.70[m], 15.69[deg]
[21-01-21 16:50] [INFO] - [Batch-36/Epoch-1] running camera pose loss: 61.904, camera pose error: 12.55[m], 9.92[deg]
[21-01-21 16:50] [INFO] - [Batch-41/Epoch-1] running camera pose loss: 58.503, camera pose error: 14.67[m], 14.64[deg]
[21-01-21 16:50] [INFO] - [Batch-46/Epoch-1] running camera pose loss: 56.057, camera pose error: 12.68[m], 9.81[deg]
[21-01-21 16:50] [INFO] - [Batch-1/Epoch-2] running camera pose loss: 30.280, camera pose error: 9.75[m], 9.78[deg]
[21-01-21 16:50] [INFO] - [Batch-6/Epoch-2] running camera pose loss: 28.755, camera pose error: 7.07[m], 8.77[deg]
[21-01-21 16:50] [INFO] - [Batch-11/Epoch-2] running camera pose loss: 28.053, camera pose error: 7.67[m], 10.44[deg]
[21-01-21 16:50] [INFO] - [Batch-16/Epoch-2] running camera pose loss: 26.878, camera pose error: 7.78[m], 10.36[deg]
[21-01-21 16:50] [INFO] - [Batch-21/Epoch-2] running camera pose loss: 26.137, camera pose error: 6.98[m], 9.42[deg]
[21-01-21 16:50] [INFO] - [Batch-26/Epoch-2] running camera pose loss: 25.768, camera pose error: 5.60[m], 10.69[deg]
[21-01-21 16:50] [INFO] - [Batch-31/Epoch-2] running camera pose loss: 25.102, camera pose error: 5.82[m], 8.61[deg]
[21-01-21 16:50] [INFO] - [Batch-36/Epoch-2] running camera pose loss: 24.838, camera pose error: 7.78[m], 9.95[deg]
[21-01-21 16:50] [INFO] - [Batch-41/Epoch-2] running camera pose loss: 24.034, camera pose error: 3.77[m], 6.97[deg]
[21-01-21 16:50] [INFO] - [Batch-46/Epoch-2] running camera pose loss: 23.448, camera pose error: 4.47[m], 12.46[deg]
[21-01-21 16:50] [INFO] - [Batch-1/Epoch-3] running camera pose loss: 22.579, camera pose error: 6.14[m], 11.71[deg]
[21-01-21 16:50] [INFO] - [Batch-6/Epoch-3] running camera pose loss: 17.949, camera pose error: 3.15[m], 7.32[deg]
[21-01-21 16:50] [INFO] - [Batch-11/Epoch-3] running camera pose loss: 19.212, camera pose error: 4.56[m], 7.43[deg]
[21-01-21 16:50] [INFO] - [Batch-16/Epoch-3] running camera pose loss: 18.770, camera pose error: 7.08[m], 7.12[deg]
[21-01-21 16:50] [INFO] - [Batch-21/Epoch-3] running camera pose loss: 18.437, camera pose error: 5.43[m], 9.90[deg]
[21-01-21 16:50] [INFO] - [Batch-26/Epoch-3] running camera pose loss: 17.911, camera pose error: 4.47[m], 8.61[deg]
[21-01-21 16:50] [INFO] - [Batch-31/Epoch-3] running camera pose loss: 17.595, camera pose error: 4.33[m], 8.13[deg]
[21-01-21 16:50] [INFO] - [Batch-36/Epoch-3] running camera pose loss: 17.688, camera pose error: 6.37[m], 7.54[deg]
[21-01-21 16:50] [INFO] - [Batch-41/Epoch-3] running camera pose loss: 18.049, camera pose error: 9.27[m], 15.08[deg]
[21-01-21 16:50] [INFO] - [Batch-46/Epoch-3] running camera pose loss: 17.729, camera pose error: 4.28[m], 9.97[deg]
[21-01-21 16:50] [INFO] - [Batch-1/Epoch-4] running camera pose loss: 10.851, camera pose error: 3.29[m], 5.35[deg]
[21-01-21 16:50] [INFO] - [Batch-6/Epoch-4] running camera pose loss: 16.662, camera pose error: 7.78[m], 9.49[deg]
[21-01-21 16:50] [INFO] - [Batch-11/Epoch-4] running camera pose loss: 15.109, camera pose error: 4.45[m], 7.61[deg]
[21-01-21 16:50] [INFO] - [Batch-16/Epoch-4] running camera pose loss: 15.663, camera pose error: 4.54[m], 15.12[deg]
[21-01-21 16:50] [INFO] - [Batch-21/Epoch-4] running camera pose loss: 14.638, camera pose error: 4.34[m], 5.04[deg]
[21-01-21 16:50] [INFO] - [Batch-26/Epoch-4] running camera pose loss: 14.919, camera pose error: 5.24[m], 10.90[deg]
[21-01-21 16:50] [INFO] - [Batch-31/Epoch-4] running camera pose loss: 14.947, camera pose error: 4.22[m], 9.91[deg]
[21-01-21 16:50] [INFO] - [Batch-36/Epoch-4] running camera pose loss: 14.685, camera pose error: 3.14[m], 5.18[deg]
[21-01-21 16:50] [INFO] - [Batch-41/Epoch-4] running camera pose loss: 14.370, camera pose error: 4.25[m], 7.56[deg]
[21-01-21 16:50] [INFO] - [Batch-46/Epoch-4] running camera pose loss: 14.178, camera pose error: 3.64[m], 7.80[deg]
[21-01-21 16:50] [INFO] - [Batch-1/Epoch-5] running camera pose loss: 12.821, camera pose error: 3.82[m], 6.27[deg]
[21-01-21 16:50] [INFO] - [Batch-6/Epoch-5] running camera pose loss: 15.091, camera pose error: 4.20[m], 7.26[deg]
[21-01-21 16:50] [INFO] - [Batch-11/Epoch-5] running camera pose loss: 14.664, camera pose error: 3.73[m], 11.30[deg]
[21-01-21 16:50] [INFO] - [Batch-16/Epoch-5] running camera pose loss: 15.676, camera pose error: 4.14[m], 6.06[deg]
[21-01-21 16:50] [INFO] - [Batch-21/Epoch-5] running camera pose loss: 15.352, camera pose error: 4.50[m], 12.58[deg]
[21-01-21 16:50] [INFO] - [Batch-26/Epoch-5] running camera pose loss: 14.802, camera pose error: 3.08[m], 6.25[deg]
[21-01-21 16:50] [INFO] - [Batch-31/Epoch-5] running camera pose loss: 14.276, camera pose error: 4.08[m], 5.91[deg]
[21-01-21 16:50] [INFO] - [Batch-36/Epoch-5] running camera pose loss: 13.795, camera pose error: 2.76[m], 11.12[deg]
[21-01-21 16:50] [INFO] - [Batch-41/Epoch-5] running camera pose loss: 13.269, camera pose error: 2.02[m], 6.24[deg]
[21-01-21 16:50] [INFO] - [Batch-46/Epoch-5] running camera pose loss: 12.890, camera pose error: 2.62[m], 6.17[deg]
[21-01-21 16:51] [INFO] - [Batch-1/Epoch-6] running camera pose loss: 10.375, camera pose error: 2.75[m], 6.61[deg]
[21-01-21 16:51] [INFO] - [Batch-6/Epoch-6] running camera pose loss: 9.451, camera pose error: 2.84[m], 3.98[deg]
[21-01-21 16:51] [INFO] - [Batch-11/Epoch-6] running camera pose loss: 10.408, camera pose error: 1.89[m], 6.37[deg]
[21-01-21 16:51] [INFO] - [Batch-16/Epoch-6] running camera pose loss: 9.924, camera pose error: 1.46[m], 4.87[deg]
[21-01-21 16:51] [INFO] - [Batch-21/Epoch-6] running camera pose loss: 9.669, camera pose error: 2.50[m], 6.76[deg]
[21-01-21 16:51] [INFO] - [Batch-26/Epoch-6] running camera pose loss: 9.798, camera pose error: 1.90[m], 6.64[deg]
[21-01-21 16:51] [INFO] - [Batch-31/Epoch-6] running camera pose loss: 9.749, camera pose error: 1.97[m], 8.61[deg]
[21-01-21 16:51] [INFO] - [Batch-36/Epoch-6] running camera pose loss: 9.586, camera pose error: 2.13[m], 5.41[deg]
[21-01-21 16:51] [INFO] - [Batch-41/Epoch-6] running camera pose loss: 9.486, camera pose error: 2.28[m], 7.24[deg]
[21-01-21 16:51] [INFO] - [Batch-46/Epoch-6] running camera pose loss: 9.512, camera pose error: 3.93[m], 7.17[deg]
[21-01-21 16:51] [INFO] - [Batch-1/Epoch-7] running camera pose loss: 6.365, camera pose error: 1.70[m], 4.66[deg]
