,scene,split,seq,img_path,t1,t2,t3,q1,q2,q3,q4
79,KingsCollege0,train,seq6,KingsCollege/seq6/frame00001.png,95.551238,-43.015457,0.863375,0.614319,0.634759,0.308254,-0.353089
80,KingsCollege0,train,seq6,KingsCollege/seq6/frame00002.png,95.52306,-42.947152,0.872847,0.618894,0.630858,0.312082,-0.348702
81,KingsCollege0,train,seq6,KingsCollege/seq6/frame00003.png,95.644081,-43.077378,0.881525,0.622315,0.627861,0.314856,-0.345515
82,KingsCollege0,train,seq6,KingsCollege/seq6/frame00004.png,95.546248,-42.948213,0.86704,0.620465,0.635678,0.30462,-0.343719
83,KingsCollege0,train,seq6,KingsCollege/seq6/frame00005.png,95.186466,-42.429156,0.867849,0.643557,0.603312,0.286771,-0.373646
84,KingsCollege0,train,seq6,KingsCollege/seq6/frame00006.png,94.618735,-41.887369,0.857376,0.662174,0.590365,0.264784,-0.378
85,KingsCollege0,train,seq6,KingsCollege/seq6/frame00007.png,94.493467,-40.972703,0.96991,0.67758,0.584818,0.257266,-0.364263
86,KingsCollege0,train,seq6,KingsCollege/seq6/frame00008.png,95.090872,-40.826346,0.98814,0.650046,0.58918,0.301721,-0.373192
87,KingsCollege0,train,seq6,KingsCollege/seq6/frame00009.png,95.152087,-40.240307,1.084222,0.643677,0.591681,0.309857,-0.373608
88,KingsCollege0,train,seq6,KingsCollege/seq6/frame00010.png,94.987063,-39.548778,1.140614,0.623108,0.58911,0.339851,-0.386247
89,KingsCollege0,train,seq6,KingsCollege/seq6/frame00011.png,94.340568,-38.741723,1.173978,0.631792,0.584557,0.324069,-0.392571
90,KingsCollege0,train,seq6,KingsCollege/seq6/frame00012.png,94.307709,-38.694173,1.205304,0.636552,0.556628,0.325179,-0.423351
91,KingsCollege0,train,seq6,KingsCollege/seq6/frame00013.png,93.595937,-38.098718,1.166482,0.657257,0.556294,0.303787,-0.407754
92,KingsCollege0,train,seq6,KingsCollege/seq6/frame00014.png,93.574391,-37.831553,1.26492,0.642894,0.544241,0.321204,-0.432801
93,KingsCollege0,train,seq6,KingsCollege/seq6/frame00015.png,92.735101,-37.450372,1.06353,0.652628,0.544926,0.301221,-0.431738
94,KingsCollege0,train,seq6,KingsCollege/seq6/frame00016.png,92.376154,-37.318931,0.81656,0.678795,0.551128,0.280193,-0.396217
95,KingsCollege0,train,seq6,KingsCollege/seq6/frame00017.png,90.849208,-36.440912,1.408662,0.644946,0.579887,0.308865,-0.390356
96,KingsCollege0,train,seq6,KingsCollege/seq6/frame00018.png,90.397167,-35.871651,1.317607,0.637317,0.577487,0.326707,-0.391917
97,KingsCollege0,train,seq6,KingsCollege/seq6/frame00019.png,90.279336,-36.426205,0.857475,0.634355,0.579893,0.330932,-0.389618
98,KingsCollege0,train,seq6,KingsCollege/seq6/frame00020.png,89.181367,-35.185898,1.236512,0.630467,0.590873,0.329469,-0.380568
99,KingsCollege0,train,seq6,KingsCollege/seq6/frame00021.png,88.840837,-35.227509,1.286211,0.626548,0.568924,0.365041,-0.387953
100,KingsCollege0,train,seq6,KingsCollege/seq6/frame00022.png,88.290209,-35.360316,1.312897,0.627613,0.556938,0.364945,-0.403407
101,KingsCollege0,train,seq6,KingsCollege/seq6/frame00023.png,87.653013,-35.587413,1.371364,0.6222,0.553857,0.374731,-0.407045
102,KingsCollege0,train,seq6,KingsCollege/seq6/frame00024.png,87.018313,-35.744791,1.293457,0.626212,0.567663,0.368804,-0.386783
